1,27,19,0.6132073488745093
2,28,19,0.5961991412974802
3,29,19,0.5800027742076809
4,29,20,0.6037493333974364
5,29,21,0.6267429012110469
6,29,22,0.6489955589965009
7,29,23,0.6705215579805492
8,29,24,0.691336928769462
9,29,25,0.711459125739508
10,29,26,0.7309067071567171
11,29,27,0.7496990507181244
12,29,28,0.7678561033400458
13,29,29,0.7853981633974483
14,30,29,0.7684506335910434
15,31,29,0.7520771675192011
16,32,29,0.7362574289814281
17,33,29,0.7209713239718948
18,34,29,0.7061990924279968
19,35,29,0.6919213822388589
20,36,29,0.6781193077490456
21,37,29,0.6647744948173456
22,37,28,0.6478114269270985
23,38,28,0.6350267353903137
24,39,28,0.6226707887570673
25,40,28,0.6107259643892086
26,41,28,0.5991753229863069
27,42,28,0.5880026035475675
28,43,28,0.577192213873461
29,44,28,0.5667292175235064
30,45,28,0.5565993180102227
31,46,28,0.5467888408892474
32,47,28,0.5372847143007717
33,48,28,0.5280744484263596
34,49,28,0.5191461142465229
35,50,28,0.5104883219167758
36,50,27,0.49513326346840414
37,51,27,0.48689923181126904
38,52,27,0.47891359854758603
39,53,27,0.47116626431311
40,54,27,0.4636476090008061
41,55,27,0.4563484685571089
42,56,27,0.4492601126118805
43,57,27,0.4423742229767449
44,57,26,0.42794849632148213
45,57,25,0.41333040453932784
46,57,24,0.3985224456664202
47,57,23,0.3835275159569918
48,57,22,0.368348921408963
49,57,21,0.35299038782691045
50,57,20,0.3374560692277815
51,57,19,0.3217505543966422
52,58,19,0.3165692536124036
53,59,19,0.3115468269026879
54,60,19,0.3066763194016827
55,60,18,0.2914567944778671
56,60,17,0.27609701939543646
57,60,16,0.26060239174734096
58,60,15,0.24497866312686414
